#thise are the data exported without any corrections
token	lemma	pos	morph	Dis	treated
in	in	PRE	MORPH=empty	_	in
foueam	fouea	NOMcom	Case=Acc|Numb=Sing	_	foueam
cadent	cado	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3	_	cadent
:	:	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc	1	qui
ducit	duco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	ducit
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et1	ADV	Deg=Pos	2	et
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc	_	ipse
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc	1	qui
ducitur	duco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	ducitur
.	.	PUNC	MORPH=empty	_	--IGN.--
vt	ut1	ADVrel	MORPH=empty	1	ut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
Mat	matis	ADV	Numb=Sing|Deg=Pos|Person=3	_	Mat
th	tribunus	INJ	Numb=Sing	_	th
.	.	PUNC	MORPH=empty	_	--IGN.--
i5	is	PROdem	Case=Nom|Numb=Sing	1	i5
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
apparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	apparet
,	,	PUNC	MORPH=empty	_	--IGN.--
Genes	genes	NOMcom	Case=Nom|Numb=Plur	_	Genes
.	.	PUNC	MORPH=empty	_	--IGN.--
2o	do	ADJcar	MORPH=empty	_	2o
.	.	PUNC	MORPH=empty	_	--IGN.--
vers	uers	NOMcom	Case=Nom|Numb=Sing	_	uers
.	.	PUNC	MORPH=empty	_	--IGN.--
5	3	ADJcar	MORPH=empty	_	3
et7	et2	CONcoo	MORPH=empty	_	et7
.	.	PUNC	MORPH=empty	_	--IGN.--
Hinc	hinc	ADV	Deg=Pos	_	Hinc
autem	autem	CONcoo	MORPH=empty	_	autem
quidam	quidam	PROind	Case=Nom|Numb=Plur|Gend=Masc	_	quidam
colligunt	colligo3	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	3	colligunt
definitionem	definitio	NOMcom	Case=Acc|Numb=Sing	_	definitionem
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	_	peccati
in	in	PRE	MORPH=empty	_	in
Spiritum	spiritus	NOMcom	Case=Acc|Numb=Sing	_	Spiritum
sanctum	sanctus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos	_	sanctum
:	:	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
non	non	ADVneg	MORPH=empty	_	non
satis	satis2	ADV	Deg=Pos	2	satis
apté	apte	ADV	Deg=Pos	_	apte
.	.	PUNC	MORPH=empty	_	--IGN.--
I4	is	PROdem	Case=Nom|Numb=Sing	_	I4
Superabundauit	superabundo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	Superabundauit
autem	autem	CONcoo	MORPH=empty	_	autem
gratia	gratia	NOMcom	Case=Abl|Numb=Sing	_	gratia
Domini	dominus	NOMcom	Case=Gen|Numb=Sing	_	Domini
nostri	noster	PROpos	Case=Gen|Numb=Sing|Gend=MascNeut	_	nostri
cum	cum3	CONsub	MORPH=empty	3	cum
fide	fides2	NOMcom	Case=Abl|Numb=Sing	2	fide
et	et2	CONcoo	MORPH=empty	2	et
dilectione	dilectio	NOMcom	Case=Abl|Numb=Sing	_	dilectione
in	in	PRE	MORPH=empty	_	in
Christo	Christus	NOMpro	Case=Abl|Numb=Sing	_	Christo
Iesu	Iesus	NOMpro	Case=Abl|Numb=Sing	_	Iesu
Αὔξησις	[Greek]	FOR	MORPH=empty	_	--IGN.--
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
gratiæ	gratia	NOMcom	Case=Gen|Numb=Sing	_	gratiae
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
vice	uicis	NOMcom	Case=Abl|Numb=Sing	_	uice
confirmationis	confirmatio	NOMcom	Case=Gen|Numb=Sing	_	confirmationis
addita	addo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	addita
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	2	est
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
cx	centum	NOMcom	Numb=Sing	_	cx
verbis	uerbum	NOMcom	Case=Abl|Numb=Plur	_	uerbis
ipsis	ipse	PROdem	Case=Abl|Numb=Plur|Gend=Com	_	ipsis
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing	_	Pauli
apparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	apparet
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem	_	omnis
superioris	superus	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Comp	_	superioris
vitæ	uita	NOMcom	Case=Gen|Numb=Sing	_	uitae
labes	labes	NOMcom	Case=Nom|Numb=Sing	_	labes
deleta	deleo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	deleta
esie	esies	PROdem	Numb=Sing	1	esie
doceatur	doceo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	_	doceatur
.	.	PUNC	MORPH=empty	_	--IGN.--
Probat	probo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	Probat
autem	autem	CONcoo	MORPH=empty	_	autem
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut	1	hoc
ipsom	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Masc	_	ipsom
etiam	etiam	ADV	Deg=Pos	_	etiam
ex	ex	PRE	MORPH=empty	_	ex
effectis	efficio	NOMcom	Case=Abl|Numb=Plur|Gend=Com	_	effectis
contrarijs	contrarius	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	_	contrariis
superiori	superus	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Comp	_	superiori
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Masc	_	illi
vitæ	uita	NOMcom	Case=Dat|Numb=Sing	_	uitae
,	,	PUNC	MORPH=empty	_	--IGN.--
nempe	nempe	ADV	Deg=Pos	_	nempe
ex	ex	PRE	MORPH=empty	_	ex
fide	fides2	NOMcom	Case=Abl|Numb=Sing	2	fide
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
opponitur	oppono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	opponitur
blasphemiæ	blasphemia	NOMcom	Case=Dat|Numb=Sing	_	blasphemiae
priori	prior	ADJord	Case=Dat|Numb=Sing|Gend=Com|Deg=Comp	_	priori
:	:	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
ex	ex	PRE	MORPH=empty	_	ex
Charitate	charitas	NOMcom	Case=Abl|Numb=Sing	_	Charitate
in	in	PRE	MORPH=empty	_	in
Christo	Christus	NOMpro	Case=Abl|Numb=Sing	_	Christo
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
opponitur	oppono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	opponitur
Persecutionibus	persecutio	NOMcom	Case=Abl|Numb=Plur	_	Persecutionibus
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
Contumelijs	contumelia	NOMcom	Case=Abl|Numb=Plur	_	Contumeliis
prioribus	prior	ADJord	Case=Abl|Numb=Plur|Gend=Com|Deg=Comp	_	prioribus
in	in	PRE	MORPH=empty	_	in
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
Ecclesiam	Ecclesia	NOMpro	Case=Acc|Numb=Sing	_	Ecclesiam
factis	facio	VER	Case=Abl|Numb=Plur	_	factis
.	.	PUNC	MORPH=empty	_	--IGN.--
15	3	ADJcar	MORPH=empty	_	3
Fidus	fidus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc	_	Fidus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
hic	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Masc	1	hic
sermo	sermo	NOMcom	Case=Nom|Numb=Sing	_	sermo
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
modis	modus	NOMcom	Case=Abl|Numb=Plur	_	modis
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com	_	omnibus
dignus	dignus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos	_	dignus
quem	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Masc	1	quem
amplectamur	amplector	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1	_	amplectamur
,	,	PUNC	MORPH=empty	_	--IGN.--
Christum	Christus	NOMpro	Case=Acc|Numb=Sing	_	Christum
Iesum	Iesus	NOMpro	Case=Acc|Numb=Sing	_	Iesum
venisse	uenio	VER	Mood=Inf|Tense=Perf|Voice=Act	_	uenisse
in	in	PRE	MORPH=empty	_	in
mundum	mundus1	NOMcom	Case=Acc|Numb=Sing	1	mundum
vt	ut4	CONsub	MORPH=empty	4	ut
peccatores	peccator	NOMcom	Case=Acc|Numb=Plur	_	peccatores
seruaret	seruo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	_	seruaret
,	,	PUNC	MORPH=empty	_	--IGN.--
quorum	qui1	PROrel	Case=Gen|Numb=Plur|Gend=MascNeut	1	quorum
primus	primus	ADJord	Case=Nom|Numb=Sing|Gend=Masc|Deg=Sup	_	primus
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	2	sum
ego	ego	PROper	Case=Nom|Numb=Sing	_	ego
.	.	PUNC	MORPH=empty	_	--IGN.--
16	3	ADJcar	MORPH=empty	_	3
Verum	uerum4	CONcoo	MORPH=empty	4	Uerum
ideo	ideo	ADV	Deg=Pos	_	ideo
misertus	misereor	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass	_	misertus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
mei	ego	PROpos	Case=Gen|Numb=Sing|Gend=Masc	_	mei
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
in	in	PRE	MORPH=empty	_	in
me	ego	PROper	Case=Acc|Numb=Sing	_	me
primo	primo	ADJadv.ord	Deg=Sup	_	primo
ostenderet	ostendo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	_	ostenderet
Iesus	Iesus	NOMpro	Case=Nom|Numb=Sing	_	Iesus
Christus	Christus	NOMpro	Case=Nom|Numb=Sing	_	Christus
omnem	omnis	PROind	Case=Acc|Numb=Sing|Gend=MascFem	_	omnem
clementiam	clementia	NOMcom	Case=Acc|Numb=Sing	_	clementiam
:	:	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
essem	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1	1	essem
exemplo	exemplum	NOMcom	Case=Abl|Numb=Sing	_	exemplo
credituris	credo	VER	Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Act	_	credituris
ipsi	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc	_	ipsi
in	in	PRE	MORPH=empty	_	in
vitam	uita	NOMcom	Case=Acc|Numb=Sing	_	uitam
æternam	aeternus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos	_	aeternam
.	.	PUNC	MORPH=empty	_	--IGN.--
Αʹνάκλασις	_	_	_	_	--IGN.--
eáque	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem	_	eaque
{eáque}	que	CON	MORPH=empty	_	eaque
summo	superus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup	_	summo
illustrandæ	illustro2	VER	Case=Gen|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass	2	illustrandae
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
gloriæ	gloria	NOMcom	Case=Gen|Numb=Sing	_	gloriae
studio	studium	NOMcom	Case=Abl|Numb=Sing	_	studio
inducta	induco	VER	Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	inducta
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut	1	quod
contra	contra2	PRE	MORPH=empty	2	contra
ministerium	ministerium	NOMcom	Case=Nom|Numb=Sing	_	ministerium
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing	_	Pauli
maximè	magis2	ADV	Deg=Sup	2	maxime
videbatur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3	_	uidebatur
antea	antea	ADV	Deg=Pos	_	antea
obiici	obicio	VER	Numb=Plur	_	obiici
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act	1	posse
,	,	PUNC	MORPH=empty	_	--IGN.--
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut	1	hoc
totum	totus	PROind	Case=Nom|Numb=Sing|Gend=Neut	_	totum
ad	ad2	PRE	MORPH=empty	2	ad
pios	pius	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos	_	pios
consolandos	consolor	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep	_	consolandos
confirmandósque	confirmo	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Pass	_	confirmandosque
{confirmandósque}	que	CON	MORPH=empty	_	confirmandosque
iã	iam	PROdem	Case=Acc|Numb=Plur|Deg=Pos	_	ia
valeat	ualeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	_	ualeat
,	,	PUNC	MORPH=empty	_	--IGN.--
quum	cum3	CONsub	MORPH=empty	3	quum
in	in	PRE	MORPH=empty	_	in
Paulo	Paulus	NOMpro	Case=Abl|Numb=Sing	_	Paulo
,	,	PUNC	MORPH=empty	_	--IGN.--
tanquam	tamquam1	ADVrel	MORPH=empty	1	tanquam
pulcherrimo	pulcher	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup	_	pulcherrimo
quodam	quidam	PROind	Case=Abl|Numb=Sing|Gend=MascNeut	_	quodam
speculo	speculum	NOMcom	Case=Abl|Numb=Sing	_	speculo
,	,	PUNC	MORPH=empty	_	--IGN.--
insigne	insignis	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos	_	insigne
et	et2	CONcoo	MORPH=empty	2	et
singulare	singularis	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos	_	singulare
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
misericordiæ	misericordia	NOMcom	Case=Gen|Numb=Sing	_	misericordiae
exemplum	exemplum	NOMcom	Case=Acc|Numb=Sing	_	exemplum
etiam	etiam	ADV	Deg=Pos	_	etiam
maximi	magnus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Sup	_	maximi
quoque	quoque	ADV	Deg=Pos	_	quoque
peccatores	peccator	NOMcom	Case=Nom|Numb=Plur	_	peccatores
habeant	habeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	_	habeant
.	.	PUNC	MORPH=empty	_	--IGN.--
Ergo	ergo2	CONcoo	MORPH=empty	2	Ergo
primùm	primum	ADJadv.ord	Deg=Sup	_	primum
se	sui1	PROref	Case=Acc|Numb=Sing	1	se
describit	describo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	describit
:	:	PUNC	MORPH=empty	_	--IGN.--
deinde	deinde	ADV	Deg=Pos	_	deinde
ex	ex	PRE	MORPH=empty	_	ex
aduerso	aduersum	NOMcom	Case=Abl|Numb=Sing	1	aduerso
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
misericordiam	misericordia	NOMcom	Case=Acc|Numb=Sing	_	misericordiam
confert	confero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	confert
.	.	PUNC	MORPH=empty	_	--IGN.--
Demũ	demum	ADV	Numb=Plur|Person=1	_	Demu
cæteros	caeter	NOMcom	Case=Acc|Numb=Plur	_	caeteros
suo	suus	PROpos.ref	Case=Abl|Numb=Sing|Gend=MascNeut	_	suo
exemplo	exemplum	NOMcom	Case=Abl|Numb=Sing	_	exemplo
consolatur	consolor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	_	consolatur
et	et2	CONcoo	MORPH=empty	2	et
exhortatur	exhortor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	_	exhortatur
ad	ad2	PRE	MORPH=empty	2	ad
idem	idem	PROdem	Case=Acc|Numb=Sing|Gend=Neut	_	idem
sperandum	spero	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Pass	_	sperandum
.	.	PUNC	MORPH=empty	_	--IGN.--
Magnum	magnus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos	_	Magnum
autem	autem	CONcoo	MORPH=empty	_	autem
huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com	1	huius
spei	spes	NOMcom	Case=Gen|Numb=Sing	_	spei
et	et2	CONcoo	MORPH=empty	2	et
certum	certus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos	_	certum
fundamentum	fundamentum	NOMcom	Case=Nom|Numb=Sing	_	fundamentum
primum	primum	ADJadv.ord	Numb=Sing|Gend=Neut|Deg=Sup	_	primum
omnium	omnis	PROind	Case=Gen|Numb=Plur|Gend=Com	_	omnium
ponit	pono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	ponit
,	,	PUNC	MORPH=empty	_	--IGN.--
nempe	nempe	ADV	Deg=Pos	_	nempe
,	,	PUNC	MORPH=empty	_	--IGN.--
Christum	Christus	NOMpro	Case=Acc|Numb=Sing	_	Christum
factum	facio	VER	Case=Acc|Numb=Sing|Gend=MascNeut	_	factum
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	2	esse
hominem	homo	NOMcom	Case=Acc|Numb=Sing	_	hominem
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
peccatores	peccator	NOMcom	Case=Acc|Numb=Plur	_	peccatores
nimirum	nimirum	ADV	Deg=Pos	_	nimirum
redimeret	redimo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	_	redimeret
,	,	PUNC	MORPH=empty	_	--IGN.--
etiã	etiam	ADV	Case=Nom|Numb=Plur|Deg=Pos	_	etia
sceleratissimos	sceleratus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Sup	_	sceleratissimos
.	.	PUNC	MORPH=empty	_	--IGN.--
Quod	quis1	PROrel	Case=Nom|Numb=Sing|Gend=Neut	1	Quod
sundamẽtum	sundametum	NOMcom	Case=Nom|Numb=Sing	_	sundametum
,	,	PUNC	MORPH=empty	_	--IGN.--
quia	quia	CONsub	MORPH=empty	_	quia
magni	magnus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos	_	magni
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
momenti	momentum	NOMcom	Case=Gen|Numb=Sing	_	momenti
,	,	PUNC	MORPH=empty	_	--IGN.--
cõmendat	comendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	2	comendat
solita	solitus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos	_	solita
præfatione	praefatio	NOMcom	Case=Abl|Numb=Sing	_	praefatione
,	,	PUNC	MORPH=empty	_	--IGN.--
fidus	fidus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos	_	fidus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
sermo	sermo	NOMcom	Case=Nom|Numb=Sing	_	sermo
et	et2	CONcoo	MORPH=empty	2	et
dignus	dignus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos	_	dignus
infr	infra2	NOMcom	Deg=Pos	2	infr
.	.	PUNC	MORPH=empty	_	--IGN.--
cap	capio2	VER	Numb=Sing	_	cap
.	.	PUNC	MORPH=empty	_	--IGN.--
3v	3u	ADJcar	Case=Nom|Numb=Sing	_	3u
.	.	PUNC	MORPH=empty	_	--IGN.--
1	1	ADJcar	MORPH=empty	_	1
.	.	PUNC	MORPH=empty	_	--IGN.--
2	2	ADJcar	MORPH=empty	_	2
.	.	PUNC	MORPH=empty	_	--IGN.--
Timoth	Timoth	NOMpro	Case=Ind	_	Timoth
.	.	PUNC	MORPH=empty	_	--IGN.--
2	2	ADJcar	MORPH=empty	_	2
.	.	PUNC	MORPH=empty	_	--IGN.--
V	5	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
19	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
Quãquam	quaquam	CONsub	MORPH=empty	2	Quaquam
enim	enim2	CONcoo	MORPH=empty	2	enim
vniuersa	uniuersus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	_	uniuersa
scriptura	scriptura	NOMcom	Case=Nom|Numb=Sing	_	scriptura
sacra	sacer	NOMcom	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	_	sacra
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
per	per	PRE	MORPH=empty	_	per
se	sui1	PROref	Case=Acc|Numb=Sing	1	se
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
in	in	PRE	MORPH=empty	_	in
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com	_	omnibus
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com	_	suis
partibus	pars	NOMcom	Case=Abl|Numb=Plur	_	partibus
amplectẽda	amplector	VER	Case=Nom|Numb=Sing	_	amplecteda
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
sermo	sermo	NOMcom	Case=Nom|Numb=Sing	_	sermo
fidus	fidus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos	_	fidus
,	,	PUNC	MORPH=empty	_	--IGN.--
tamen	tamen	ADV	Deg=Pos	_	tamen
imprimis	imprimis	ADV	Deg=Pos	_	imprimis
illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem	_	illa
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
summa	superus	ADJqua	Case=Nom|Numb=Sing|Deg=Sup	_	summa
fidei	fides2	NOMcom	Case=Gen|Numb=Sing	2	fidei
nostræ	noster	PROpos	Case=Gen|Numb=Sing|Gend=Fem	_	nostrae
saluiis	saluia	NOMcom	Case=Abl|Numb=Sing	_	saluiis
et	et2	CONcoo	MORPH=empty	2	et
spei	spes	NOMcom	Case=Gen|Numb=Sing	_	spei
capita	caput	NOMcom	Case=Acc|Numb=Plur	_	capita
cõplectitur	coplecto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	_	coplectitur
,	,	PUNC	MORPH=empty	_	--IGN.--
singulari	singularis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos	_	singulari
quodã	quidam	PROind	Case=Abl|Numb=Sing|Gend=MascNeut	_	quoda
modo	modus	NOMcom	Case=Abl	_	modo
amplectenda	amplector	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Dep	_	amplectenda
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
.	.	PUNC	MORPH=empty	_	--IGN.--
qualis	qualis2	PROint	Case=Nom|Numb=Sing|Gend=MascFem	2	qualis
hæc	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Neut	1	haec
et	et2	CONcoo	MORPH=empty	2	et
inf	inferus	ADJqua	Mood=Ind|Tense=Pres|Voice=Act	_	inf
.	.	PUNC	MORPH=empty	_	--IGN.--
cap	capio2	VER	Numb=Sing	_	cap
.	.	PUNC	MORPH=empty	_	--IGN.--
3	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
V	5	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
16	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
Cæterũ	caeter	NOMcom	Case=Nom|Numb=Sing	_	Caeteru
Christũvenisse	Christuuenio	VER	Mood=Inf|Tense=Perf|Voice=Act	_	Christuuenisse
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
saluos	saluus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos	_	saluos
faceret	facio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	_	faceret
homines	homo	NOMcom	Case=Acc|Numb=Plur	_	homines
,	,	PUNC	MORPH=empty	_	--IGN.--
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
certissimũ	certus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Sup	_	certissimu
.	.	PUNC	MORPH=empty	_	--IGN.--
idcirco	idcirco	ADV	Deg=Pos	_	idcirco
.	.	PUNC	MORPH=empty	_	--IGN.--
n	numus	NOMpro	Numb=Sing	_	n
.	.	PUNC	MORPH=empty	_	--IGN.--
dicitur	dico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	2	dicitur
Iesus	Iesus	NOMpro	Case=Nom|Numb=Sing	_	Iesus
Math	Math	NOMpro	Case=Ind	_	Math
.	.	PUNC	MORPH=empty	_	--IGN.--
1	1	ADJcar	MORPH=empty	_	1
.	.	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
hocipsum	hocipis	VER	Case=Nom|Numb=Sing|Gend=Neut	_	hocipsum
αἴτημα	[Greek]	FOR	MORPH=empty	_	--IGN.--
θεολόγικoν	_	_	_	_	--IGN.--
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut	1	quod
nulli	nullus	PROind	Case=Dat|Numb=Sing|Gend=Com	_	nulli
Chri	Chris	NOMpro	Case=Dat|Numb=Sing	_	Chri
stiano	stianus	NOMcom	Case=Abl|Numb=Sing	_	stiano
